mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,mediaeval-vsd2013-shot.colordescriptor.6.sift.cb256.fisher.pca.l2.R1,test2013,objviolentscenes,mediaeval-vsd2013-shot.colordescriptor.6.sift.cb256.fisher.pca.l2.R1,0.034157
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,mediaeval-vsd2013-shot.colordescriptor.6.sift.cb256.fisher.pca.l2.R2,test2013,objviolentscenes,mediaeval-vsd2013-shot.colordescriptor.6.sift.cb256.fisher.pca.l2.R2,0.082541
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,mediaeval-vsd2013-shot.idensetraj.hoghofmbh.cb256.fc.pca.l2.R2,test2013,objviolentscenes,mediaeval-vsd2013-shot.idensetraj.hoghofmbh.cb256.fc.pca.l2.R2,0.115153
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,mediaeval-vsd2013-shot.idensetraj.hoghofmbh.cb256.fc.pca.l2.R3,test2013,objviolentscenes,mediaeval-vsd2013-shot.idensetraj.hoghofmbh.cb256.fc.pca.l2.R3,0.035856
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm1x1.shotAVG.R11,test2013,objviolentscenes,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm1x1.shotAVG.R11,0.097520
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm1x1.shotMAX.R11,test2013,objviolentscenes,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm1x1.shotMAX.R11,0.131987
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm2x2.shotAVG.R11,test2013,objviolentscenes,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm2x2.shotAVG.R11,0.135240
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm2x2.shotMAX.R11,test2013,objviolentscenes,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm2x2.shotMAX.R11,0.153135
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm3x1.shotAVG.R11,test2013,objviolentscenes,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm3x1.shotAVG.R11,0.141328
mediaeval-vsd-2014.devel2013-new.test2013-new,keyframe-5,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm3x1.shotMAX.R11,test2013,objviolentscenes,nsc.bow.dense6mul.csift.Soft-1000.devel2011-new.L1norm3x1.shotMAX.R11,0.165910
